OrderID,Date,CustomerID,Quantity,UnitPrice,ShippingAddress,TrackingNumber,ItemsInCart,CouponCode,TotalPrice,price_to_cart_ratio,order_month,has_coupon,discount_tier,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral
ORD200136,2024-04-27,C73370,1,44.35,595 Main St,TRK67820278,1,SAVE10,44.35,44.35,4,1,10.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
ORD200137,2024-11-26,C50682,2,250.98,598 Main St,TRK12242337,5,MISSING,501.96,50.196,11,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
ORD200138,2023-12-21,C21905,1,298.06,478 Main St,TRK31863841,3,WINTER15,298.06,99.35333333333334,12,1,15.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
ORD200139,2023-04-10,C61440,1,583.9,714 Main St,TRK33114521,1,MISSING,583.9,583.9,4,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD200140,2025-05-31,C33110,3,528.14,388 Main St,TRK38624225,3,FREESHIP,1584.42,176.04666666666665,5,1,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
ORD200141,2023-11-18,C80004,3,684.14,151 Main St,TRK66230753,3,WINTER15,2052.42,228.04666666666665,11,1,15.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD200142,2023-09-06,C86374,5,272.77,573 Main St,TRK79451491,7,WINTER15,1363.85,38.96714285714285,9,1,15.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ORD200143,2024-06-13,C66521,4,400.07,933 Main St,TRK34654244,5,MISSING,1600.28,80.014,6,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ORD200144,2023-08-04,C63365,5,219.78,895 Main St,TRK80100887,8,MISSING,1098.9,27.4725,8,0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
ORD200145,2024-03-02,C85929,3,146.91,798 Main St,TRK29318610,6,FREESHIP,440.73,24.485,3,1,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
ORD200146,2025-04-30,C84645,2,411.49,404 Main St,TRK68893369,4,MISSING,822.98,102.8725,4,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
ORD200147,2025-05-06,C46316,2,465.18,893 Main St,TRK16196000,2,SAVE10,930.36,232.59,5,1,10.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ORD200148,2024-12-15,C35100,2,319.91,139 Main St,TRK56853491,3,WINTER15,639.82,106.63666666666667,12,1,15.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ORD200149,2023-12-27,C39671,1,217.56,174 Main St,TRK47153818,3,MISSING,217.56,72.52,12,0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
ORD200150,2023-12-13,C25503,2,105.57,981 Main St,TRK29878837,5,WINTER15,211.14,21.113999999999997,12,1,15.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
ORD200151,2023-12-01,C32960,5,444.76,947 Main St,TRK91226500,7,MISSING,2223.8,63.537142857142854,12,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
ORD200152,2025-01-02,C77736,2,399.04,659 Main St,TRK90329250,3,FREESHIP,798.08,133.01333333333335,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD200153,2024-12-18,C71570,4,534.48,437 Main St,TRK95992269,9,WINTER15,2137.92,59.38666666666667,12,1,15.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
ORD200154,2023-07-20,C73587,4,408.21,727 Main St,TRK13955543,9,MISSING,1632.84,45.35666666666666,7,0,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
ORD200155,2023-02-27,C62740,1,424.4,446 Main St,TRK20706408,6,WINTER15,424.4,70.73333333333333,2,1,15.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ORD200156,2024-11-08,C58808,2,269.83,651 Main St,TRK24451893,4,SAVE10,539.66,67.4575,11,1,10.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
ORD200157,2025-02-21,C50422,2,564.58,636 Main St,TRK71227815,4,WINTER15,1129.16,141.145,2,1,15.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
ORD200158,2024-05-16,C23334,1,331.06,737 Main St,TRK46335144,5,WINTER15,331.06,66.212,5,1,15.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
ORD200159,2023-10-31,C48965,1,299.35,819 Main St,TRK50921780,5,WINTER15,299.35,59.870000000000005,10,1,15.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD200160,2023-02-17,C38669,4,101.32,240 Main St,TRK81738254,7,MISSING,405.28,14.474285714285713,2,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ORD200161,2024-03-29,C35091,1,211.14,513 Main St,TRK53784452,1,SAVE10,211.14,211.14,3,1,10.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ORD200162,2023-07-27,C82313,3,65.86,917 Main St,TRK79854624,8,WINTER15,197.58,8.2325,7,1,15.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
ORD200163,2025-06-24,C99589,1,641.39,277 Main St,TRK16695001,1,MISSING,641.39,641.39,6,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ORD200164,2023-12-28,C70566,5,536.58,667 Main St,TRK49673411,5,SAVE10,2682.9,107.316,12,1,10.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
ORD200165,2024-09-14,C60355,2,500.29,226 Main St,TRK30155194,7,WINTER15,1000.58,71.47,9,1,15.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
ORD200166,2025-03-04,C28889,3,86.29,565 Main St,TRK23791726,6,WINTER15,258.87,14.381666666666668,3,1,15.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ORD200167,2023-05-27,C88304,2,384.14,219 Main St,TRK44268941,2,WINTER15,768.28,192.07,5,1,15.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
ORD200168,2025-01-04,C49517,1,594.96,878 Main St,TRK78551375,6,MISSING,594.96,99.16000000000001,1,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
ORD200169,2024-04-07,C35785,1,427.82,732 Main St,TRK78923089,2,WINTER15,427.82,213.91,4,1,15.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
ORD200170,2025-04-04,C80223,4,662.94,535 Main St,TRK68632951,8,SAVE10,2651.76,82.8675,4,1,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD200171,2023-08-15,C20448,2,148.22,336 Main St,TRK67379895,7,WINTER15,296.44,21.174285714285713,8,1,15.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
ORD200172,2025-04-06,C34134,1,254.12,365 Main St,TRK43074303,1,WINTER15,254.12,254.12,4,1,15.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
ORD200173,2024-03-24,C95901,3,664.46,806 Main St,TRK56989066,4,FREESHIP,1993.38,166.115,3,1,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
ORD200174,2024-04-16,C51145,4,600.81,790 Main St,TRK59154274,9,SAVE10,2403.24,66.75666666666666,4,1,10.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
ORD200175,2025-02-08,C78170,5,68.34,332 Main St,TRK71410605,6,WINTER15,341.7,11.39,2,1,15.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
ORD200176,2025-06-28,C80151,4,430.83,553 Main St,TRK88251529,8,WINTER15,1723.32,53.85375,6,1,15.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
ORD200177,2023-08-05,C55632,5,431.69,354 Main St,TRK13003066,10,MISSING,2158.45,43.169,8,0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
ORD200178,2024-04-11,C53070,4,512.06,283 Main St,TRK49791755,5,SAVE10,2048.24,102.41199999999999,4,1,10.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
ORD200179,2024-11-24,C27401,3,539.91,500 Main St,TRK14332053,8,MISSING,1619.73,67.48875,11,0,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ORD200180,2023-03-18,C87216,5,316.07,970 Main St,TRK18713727,10,MISSING,1580.35,31.607,3,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ORD200181,2024-08-31,C38966,5,404.39,247 Main St,TRK17205146,10,MISSING,2021.95,40.439,8,0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
ORD200182,2025-03-19,C16612,1,600.54,596 Main St,TRK96188223,4,WINTER15,600.54,150.135,3,1,15.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
ORD200183,2024-04-18,C39246,5,186.28,258 Main St,TRK16658182,8,SAVE10,931.4,23.285,4,1,10.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
ORD200184,2024-04-04,C65180,4,214.54,231 Main St,TRK39255469,7,MISSING,858.16,30.648571428571426,4,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ORD200185,2025-02-02,C46877,1,210.7,572 Main St,TRK96935978,2,WINTER15,210.7,105.35,2,1,15.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ORD200186,2023-12-07,C30334,2,133.55,322 Main St,TRK66388885,7,FREESHIP,267.1,19.07857142857143,12,1,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ORD200187,2023-02-08,C21227,1,590.87,689 Main St,TRK79129657,6,FREESHIP,590.87,98.47833333333334,2,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
ORD200188,2025-03-15,C97715,2,363.91,927 Main St,TRK19515949,2,FREESHIP,727.82,181.955,3,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
ORD200189,2023-07-05,C48939,5,429.45,597 Main St,TRK62786764,5,WINTER15,2147.25,85.89,7,1,15.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ORD200190,2024-08-31,C35483,3,223.7,725 Main St,TRK79638203,3,SAVE10,671.1,74.56666666666666,8,1,10.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD200191,2025-03-08,C51494,2,488.87,505 Main St,TRK58520306,4,FREESHIP,977.74,122.2175,3,1,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ORD200192,2023-08-11,C58410,1,645.46,151 Main St,TRK19749672,5,SAVE10,645.46,129.092,8,1,10.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
ORD200193,2023-07-21,C11644,1,46.66,429 Main St,TRK81320339,6,MISSING,46.66,7.776666666666666,7,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD200194,2024-06-08,C53501,1,249.57,899 Main St,TRK90144892,3,FREESHIP,249.57,83.19,6,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ORD200195,2024-04-22,C63619,3,619.21,801 Main St,TRK65385674,6,MISSING,1857.63,103.20166666666667,4,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD200196,2025-01-24,C40882,4,217.13,719 Main St,TRK64165503,8,WINTER15,868.52,27.14125,1,1,15.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD200197,2023-08-27,C80135,5,221.51,723 Main St,TRK95222269,5,WINTER15,1107.55,44.302,8,1,15.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ORD200198,2024-06-11,C37594,4,340.3,926 Main St,TRK94405162,8,SAVE10,1361.2,42.5375,6,1,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD200199,2025-01-23,C87524,1,625.0,358 Main St,TRK21114341,5,WINTER15,625.0,125.0,1,1,15.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
ORD200200,2025-06-07,C97681,5,433.26,895 Main St,TRK37531040,9,SAVE10,2166.3,48.14,6,1,10.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
ORD200201,2023-06-18,C10126,2,674.9,146 Main St,TRK75607531,4,SAVE10,1349.8,168.725,6,1,10.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
ORD200202,2025-02-06,C36938,3,253.98,636 Main St,TRK52522904,3,FREESHIP,761.94,84.66,2,1,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD200203,2025-01-21,C99173,3,356.84,172 Main St,TRK89849342,5,SAVE10,1070.52,71.368,1,1,10.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
ORD200204,2023-09-05,C99775,4,413.71,478 Main St,TRK21638425,9,FREESHIP,1654.84,45.967777777777776,9,1,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
ORD200205,2023-03-04,C19266,3,147.39,609 Main St,TRK58357269,3,MISSING,442.17,49.129999999999995,3,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
ORD200206,2024-04-16,C31072,4,229.1,729 Main St,TRK77172975,8,WINTER15,916.4,28.6375,4,1,15.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
ORD200207,2025-03-18,C54595,1,121.96,999 Main St,TRK44416659,3,MISSING,121.96,40.65333333333333,3,0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
ORD200208,2024-10-08,C87777,2,408.32,597 Main St,TRK29003608,3,FREESHIP,816.64,136.10666666666665,10,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
ORD200209,2023-08-29,C35854,5,187.97,706 Main St,TRK30615168,9,SAVE10,939.85,20.885555555555555,8,1,10.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ORD200210,2024-12-05,C93821,3,358.48,513 Main St,TRK10658539,7,FREESHIP,1075.44,51.21142857142858,12,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
ORD200211,2025-01-03,C54390,3,193.58,185 Main St,TRK83853742,7,FREESHIP,580.74,27.654285714285717,1,1,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
ORD200212,2023-06-20,C53215,1,265.38,367 Main St,TRK34751835,6,WINTER15,265.38,44.23,6,1,15.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD200213,2023-04-20,C71122,1,634.4,317 Main St,TRK54757882,6,SAVE10,634.4,105.73333333333333,4,1,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD200214,2024-08-21,C29483,4,305.72,673 Main St,TRK89423603,5,MISSING,1222.88,61.144000000000005,8,0,0.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
ORD200215,2023-08-10,C26767,1,303.6,432 Main St,TRK24585307,5,FREESHIP,303.6,60.720000000000006,8,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
ORD200216,2025-04-15,C70492,4,496.0,811 Main St,TRK84625405,8,WINTER15,1984.0,62.0,4,1,15.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ORD200217,2024-05-20,C61549,4,321.51,908 Main St,TRK65596914,9,MISSING,1286.04,35.72333333333333,5,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ORD200218,2023-04-28,C11665,3,112.46,882 Main St,TRK10993930,6,SAVE10,337.38,18.743333333333332,4,1,10.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
ORD200219,2025-05-02,C48946,5,61.97,457 Main St,TRK99387220,6,SAVE10,309.85,10.328333333333333,5,1,10.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD200220,2023-07-18,C79506,2,373.17,497 Main St,TRK95188748,6,SAVE10,746.34,62.195,7,1,10.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
ORD200221,2024-02-23,C93473,5,639.37,552 Main St,TRK50003989,6,SAVE10,3196.85,106.56166666666667,2,1,10.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
ORD200222,2023-05-04,C43124,4,693.36,931 Main St,TRK17293348,8,MISSING,2773.44,86.67,5,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
ORD200223,2024-09-11,C22783,4,692.91,673 Main St,TRK55009149,9,SAVE10,2771.64,76.99,9,1,10.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
ORD200224,2023-09-23,C18567,4,91.46,507 Main St,TRK17554673,9,SAVE10,365.84,10.162222222222221,9,1,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD200225,2024-03-13,C99879,3,273.96,692 Main St,TRK50246700,8,SAVE10,821.88,34.245,3,1,10.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
ORD200226,2025-06-27,C31501,3,588.05,242 Main St,TRK93063929,8,MISSING,1764.15,73.50625,6,0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
ORD200227,2023-11-02,C93220,2,365.17,353 Main St,TRK89023251,4,FREESHIP,730.34,91.2925,11,1,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ORD200228,2023-05-17,C57867,4,385.92,579 Main St,TRK92055007,8,MISSING,1543.68,48.24,5,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ORD200229,2025-03-28,C62622,1,562.61,762 Main St,TRK70997648,3,WINTER15,562.61,187.53666666666666,3,1,15.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
ORD200230,2023-12-16,C94595,4,61.91,948 Main St,TRK24497305,6,WINTER15,247.64,10.318333333333333,12,1,15.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
ORD200231,2023-11-05,C30955,4,41.9,327 Main St,TRK46898848,9,FREESHIP,167.6,4.655555555555555,11,1,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ORD200232,2023-05-19,C20731,4,444.44,610 Main St,TRK75568437,8,WINTER15,1777.76,55.555,5,1,15.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
ORD200233,2024-08-24,C30168,3,311.33,146 Main St,TRK73699939,3,WINTER15,933.99,103.77666666666666,8,1,15.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD200234,2024-11-26,C79842,4,236.41,337 Main St,TRK26957950,7,SAVE10,945.64,33.77285714285714,11,1,10.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
ORD200235,2023-02-20,C32854,1,65.45,815 Main St,TRK30009218,2,WINTER15,65.45,32.725,2,1,15.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ORD200236,2023-01-01,C14847,1,318.81,562 Main St,TRK39663243,3,WINTER15,318.81,106.27,1,1,15.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
ORD200237,2024-03-14,C88645,3,583.72,783 Main St,TRK74097570,5,FREESHIP,1751.16,116.744,3,1,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
ORD200238,2024-12-13,C66149,4,384.32,770 Main St,TRK76307307,6,WINTER15,1537.28,64.05333333333333,12,1,15.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
ORD200239,2024-12-11,C20256,3,538.74,456 Main St,TRK71127943,6,FREESHIP,1616.22,89.79,12,1,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
ORD200240,2023-07-12,C14983,1,17.24,255 Main St,TRK93444157,2,FREESHIP,17.24,8.62,7,1,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
ORD200241,2023-05-16,C20817,5,615.67,407 Main St,TRK44164590,6,SAVE10,3078.35,102.61166666666666,5,1,10.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ORD200242,2023-05-09,C94921,2,219.1,134 Main St,TRK97794327,4,SAVE10,438.2,54.775,5,1,10.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
ORD200243,2025-05-09,C54725,2,144.66,506 Main St,TRK30601940,7,FREESHIP,289.32,20.665714285714284,5,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ORD200244,2023-02-16,C98096,2,317.77,838 Main St,TRK51518631,4,WINTER15,635.54,79.4425,2,1,15.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ORD200245,2025-04-20,C12667,1,223.3,306 Main St,TRK25390491,1,MISSING,223.3,223.3,4,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
ORD200246,2024-08-30,C55354,2,342.11,164 Main St,TRK15439493,2,WINTER15,684.22,171.055,8,1,15.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
ORD200247,2023-07-20,C14600,2,220.9,785 Main St,TRK84984764,4,MISSING,441.8,55.225,7,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
ORD200248,2023-07-02,C97187,1,670.54,471 Main St,TRK62283713,6,FREESHIP,670.54,111.75666666666666,7,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ORD200249,2024-02-07,C39106,1,546.19,245 Main St,TRK35464433,5,FREESHIP,546.19,109.23800000000001,2,1,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
ORD200250,2023-04-05,C93379,3,42.95,318 Main St,TRK67954150,8,SAVE10,128.85,5.36875,4,1,10.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
ORD200251,2025-05-15,C93175,4,14.69,814 Main St,TRK32995144,9,MISSING,58.76,1.6322222222222222,5,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD200252,2024-09-20,C19648,4,668.36,821 Main St,TRK51297879,5,FREESHIP,2673.44,133.672,9,1,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
ORD200253,2024-03-23,C14891,4,413.74,743 Main St,TRK79471534,7,FREESHIP,1654.96,59.105714285714285,3,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
ORD200254,2023-12-26,C10866,3,263.19,770 Main St,TRK34809583,5,MISSING,789.57,52.638,12,0,0.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
ORD200255,2024-05-13,C47283,1,263.96,806 Main St,TRK56235117,2,SAVE10,263.96,131.98,5,1,10.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
ORD200256,2025-06-30,C94323,5,75.81,463 Main St,TRK22663277,10,WINTER15,379.05,7.581,6,1,15.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
ORD200257,2024-04-23,C89732,1,406.22,712 Main St,TRK41059233,5,SAVE10,406.22,81.244,4,1,10.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ORD200258,2024-02-26,C87764,2,103.41,294 Main St,TRK94082469,2,FREESHIP,206.82,51.705,2,1,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
ORD200259,2023-06-11,C20977,4,435.12,636 Main St,TRK54991561,9,SAVE10,1740.48,48.346666666666664,6,1,10.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
ORD200260,2023-05-17,C12245,2,407.79,153 Main St,TRK22000463,3,MISSING,815.58,135.93,5,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
ORD200261,2025-05-28,C68976,5,173.65,460 Main St,TRK25491356,9,SAVE10,868.25,19.294444444444444,5,1,10.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
ORD200262,2023-01-10,C69476,4,249.07,642 Main St,TRK65869386,5,WINTER15,996.28,49.814,1,1,15.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
ORD200263,2023-03-25,C71040,4,434.85,250 Main St,TRK41397604,4,WINTER15,1739.4,108.7125,3,1,15.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
ORD200264,2024-08-03,C71035,1,436.77,977 Main St,TRK19599578,5,FREESHIP,436.77,87.354,8,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ORD200265,2023-12-22,C20752,1,572.13,150 Main St,TRK22298450,4,SAVE10,572.13,143.0325,12,1,10.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
ORD200266,2024-06-08,C38840,4,583.07,589 Main St,TRK48484633,6,FREESHIP,2332.28,97.17833333333334,6,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ORD200267,2025-04-17,C84480,5,468.51,803 Main St,TRK62361867,9,MISSING,2342.55,52.056666666666665,4,0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
ORD200268,2023-08-11,C37032,2,423.88,655 Main St,TRK48639226,7,SAVE10,847.76,60.55428571428571,8,1,10.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
ORD200269,2023-11-25,C48942,4,663.67,129 Main St,TRK29355120,7,FREESHIP,2654.68,94.80999999999999,11,1,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
ORD200270,2023-06-04,C13540,4,309.91,127 Main St,TRK81087373,5,WINTER15,1239.64,61.982000000000006,6,1,15.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
ORD200271,2023-03-28,C59572,1,542.07,791 Main St,TRK16792991,6,WINTER15,542.07,90.34500000000001,3,1,15.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ORD200272,2023-09-19,C29758,2,399.32,119 Main St,TRK12990043,6,WINTER15,798.64,66.55333333333333,9,1,15.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
ORD200273,2024-10-27,C11849,2,238.25,974 Main St,TRK91195261,7,FREESHIP,476.5,34.035714285714285,10,1,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
ORD200274,2023-02-04,C50967,2,182.4,884 Main St,TRK65300814,5,SAVE10,364.8,36.480000000000004,2,1,10.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
